Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
St. Thomas,Sum,17,8-122–6,108.567,114.8348,.3444242,52.859,59.3357,12.73,16.7287,20.4347,26.385,20.7351,30.5189,50.7133,61358,36.549,37.9334,65.4294,-9.4296
LIU Brooklyn,NEC,19,8-125–5,97.9260,103.8207,.3381243,47.3276,49.5163,19.7232,19.8107,31.679,30.4255,26.8274,32.4234,47.8250,49146,31288,33.5178,72.68,-7.9264
UMKC,Sum,18,13-96–4,95.7299,101.4158,.3378244,50.2164,52.1266,16.857,22.431,21.1341,2555,28.9212,46.7352,50.5140,53.8317,33.2189,32.5127,67201,-5.6195
Duquesne,A10,19,6-131–6,100.1218,106.1261,.3364245,46.6292,52.3272,17.378,18.7171,31.967,32.4319,22.3344,20.55,45.3315,49.8173,32.7221,38.3341,65.7277,-9.4298
Eastern Kentucky,ASun,18,10-122–6,100.3216,106.4265,.3362246,48.8221,53.1303,16.960,23.220,29.8135,32.7322,20.2355,28.9146,47.5258,56.3347,33.4182,32109,72.112,-9.2294
La Salle   (A) 257 George Washington,A10,18,6-121–7,96.8282,102.7180,.3352247,47.2282,49.3150,19.3212,17.7234,31.1100,27.5135,24.4322,34.2273,47.5258,48.1110,31.2283,34.2216,68.5118,-8.3276
Mount St. Mary's,NEC,19,10-106–2,96.4287,102.4177,.3318248,49.2205,49.5163,21.2314,18.5182,29.5143,29.1208,28.8218,24.448,47271,48.7139,36.353,34.2216,64.5323,-5.8202
UMBC   (A) 266 Albany,AE,18,9-104–4,99.2237,105.4247,.3307249,50.1166,51.3235,1763,17.6242,24296,29.2211,30.2182,21.512,48.3225,51.9268,34.9100,33.6183,6993,-7.6258
Quinnipiac,MAAC,18,11-86–5,101.9184,108.5298,.3288250,51127,50.6207,18.4147,18.1209,28.4177,27.8152,26.4282,28129,51.1119,48.4130,33.8164,36295,70.156,-5.9205
,,,,,,,,,,,,,,,,,,,,
Alcorn St.,SWAC,21,7-146–3,100.4213,106.8272,.3278251,45.5324,53.8323,21.4323,19.6117,30.4117,29.2211,31.2148,37311,43.9333,54.8331,32.7221,34.8238,66.7225,-7239
New Hampshire   (H) 300 Hartford,AE,14,8-83–4,104.2136,111.0327,.3255252,50.6148,50.9222,14.812,13.6352,29.1149,23.524,25.1306,29.4158,46.6286,50.3201,37.621,34.4226,61.3355,-5.5186
Dartmouth,Ivy,16,5-122–4,97.6266,104.1211,.3239253,49215,51.4236,17.483,17.2267,22.6320,27.6139,20.6352,27.6119,46.5292,51.9268,34.6115,33.6183,63.9334,-8.9289
New Orleans,Slnd,17,12-85–0,95.9295,102.3172,.3225254,49.4193,50.4201,20.9298,20.485,26253,30.9267,42.13,28.2136,49.5174,51.8265,32.6230,32.2114,72.210,-4.8173
Siena,MAAC,17,9-86–3,94.4314,100.9152,.3171255,49.2205,49.3150,19.7232,18217,24.1291,27.5135,25.9294,32.5237,47.4265,49.2157,35.190,33.1150,67208,-5.5189
Texas A&M Corpus Chris,Slnd,18,16-63–2,96.6284,103.4195,.3139256,47.6267,50.6207,20.1259,25.45,33.832,31.5292,40.47,41.3343,48240,51.2243,31.3280,33.2163,7062,-3.7145
George Washington   (H) 247 La Salle,A10,19,7-123–4,96.1292,102.9182,.3135257,46.8288,48.7128,18.8171,19.1148,24.4284,32.2313,24.4322,30.3184,47.8250,50.5211,30314,3033,69.192,-7.5254
Lipscomb,ASun,20,10-133–5,105.2117,113.0338,.3060258,54.234,52.3272,21.1307,13.6352,21.7335,29.9243,36.338,22.425,54.831,48.1110,35.667,39.2352,69.871,-8.1271
The Citadel   (A) 59 Furman,SC,17,9-113–6,99.6224,106.9274,.3053259,51.8102,48.2100,17.8108,14.3345,23.6302,31.4288,27.8244,30.5189,54.537,46.970,32.7221,33.7186,70.354,-7.7260
Miami OH,MAC,17,9-113–6,104.8122,112.6336,.3052260,50.1166,53.6321,14.49,17.3261,25.8258,29.4224,22.7339,26.690,50.2153,50185,33.4182,39.1351,67.1190,-7.8263
FIU,CUSA,19,12-92–6,96.8281,104.1210,.3035261,49215,47.571,20.3271,18.9158,28.8162,31.3284,24.3324,32.6240,48.7213,48.3127,33200,30.758,66.5233,-6209
Eastern Michigan,MAC,19,8-123–6,94.1323,101.2155,.3029262,48.2245,49.2148,19.2205,18.1209,21.7335,28.7192,31.5137,31.6218,48.4221,49146,31.8253,33.1150,70.935,-8.4279
SIU Edwardsville,OVC,20,7-151–8,97.5268,104.9235,.3015263,47.5271,49.9180,21.3322,19.4132,32.849,30.2251,33.679,39.6335,49.3185,49.4161,29.5324,33.7186,68.9100,-10.8325
North Alabama,ASun,17,9-122–6,90.8346,97.881,.2999264,43.9344,48.5116,18.2135,20.485,24.2288,30.5259,22.6340,39.6335,43346,48105,30.2309,33.1150,68.6113,-7.2245
Northern Kentucky,Horz,18,11-97–4,97.1277,104.7227,.2969265,46.6292,50.7213,20.1259,2159,3613,31.2280,26.3286,23.835,44.7328,52.5289,32.7221,31.686,65306,-6.4223
Albany   (H) 249 UMBC,AE,21,9-125–4,94.2320,101.6163,.2967266,45.8317,49.7173,19.2205,20.576,26.8230,29205,27270,30.7197,45.1319,48.1110,31.4273,34.9242,64.9310,-8.2273
North Carolina A&T,BSth,19,9-134–4,99.4228,107.3287,.2929267,46309,52.7288,17.8108,20.672,31.297,31.9308,26.8274,34.2273,45.1319,52275,31.9249,35.7278,68.6110,-9.2293
Elon,CAA,20,6-163–6,99.0239,106.9275,.2923268,49.4193,51.5240,20.2265,18217,23.3307,30.1248,23.6333,47.8354,48.5219,50.1188,33.6173,35.9291,66.4240,-10.2312
Manhattan,MAAC,17,11-74–5,101.7189,110.0319,.2899269,49.2205,53300,20.7293,20.576,28.9159,31.3284,42.62,31.5215,51.5105,52.9299,29.5324,35.4269,68.4128,-4.2161
Southeastern Louisiana,Slnd,18,11-113–2,102.1179,110.4323,.2886270,50170,54.7341,20.2265,20.197,25.4265,34.1345,36.241,27.8127,50.1155,56.1346,33.3185,34.8238,69.677,-6.7232
Tennessee Tech,OVC,19,5-162–6,97.3274,105.3243,.2873271,47.3276,53.3309,19.7232,19.6117,31.872,31.1275,22.5342,23.835,48.1234,55.9343,30.3304,32.8139,68.7105,-10.7324
Cal St. Bakersfield,BW,13,6-91–5,96.3289,104.3218,.2843272,43.9344,49.8176,18.2135,21.255,31.586,26.9106,26.9273,47.9355,43.9333,50185,29.1330,33145,64.6318,-5.9204
Pepperdine,WCC,22,6-170–8,95.3305,103.4194,.2820273,46.2305,51.6246,21.4323,19.1148,29155,31.2280,23.4334,32.2232,43.9333,52.5289,33.5176,33.4176,70.646,-10.6323
Louisiana Monroe,SB,19,10-122–8,100.8204,109.5308,.2790274,50170,53.9328,19.5224,19.3139,26.7232,33.9342,25.6299,33247,51.6101,52.1278,31.3280,37.8331,68147,-7.3250
UC San Diego,BW,18,9-113–6,99.2234,107.8296,.2782275,51.4114,51.4236,19.7232,17.8227,17.8356,27111,35.453,21.613,51.6101,53.9319,34.2142,30.655,68.1143,-7.7261
,,,,,,,,,,,,,,,,,,,,
Pacific,WCC,18,6-141–5,94.2322,102.4178,.2758276,46309,54331,17.483,19.9102,22.5323,22.210,30.9161,26.998,43.3341,50.6216,34.3135,38.9347,67.4176,-10.3317
North Carolina Central,MEAC,16,9-103–1,94.9306,103.2191,.2747277,46.8288,50.3195,24.3355,22.334,3264,31.4288,36.734,47.5353,47271,52.7296,30.9290,31.582,68.999,-6.6231
Southeast Missouri St.,OVC,19,9-124–4,104.2137,113.4339,.2746278,52.282,53.8323,17.483,17.2267,24.1291,28161,36.338,41.8345,50.8128,53.8317,3661,35.9291,7214,-8.5284
Prairie View A&M,SWAC,17,4-134–3,98.8241,107.6295,.2730279,48.2245,53.5317,24.1353,20.863,28.9159,35.4352,34.466,49.4358,46.6286,52.6292,34.4127,36.7311,71.816,-6.8234
Loyola MD   (H) 286 Army,Pat,20,12-96–4,97.2275,105.9255,.2724280,51.4114,51.6246,19.3212,19.9102,22.5323,24.648,27.5250,30.7197,52.872,51.4249,32.8215,34.6234,66.4236,-6.3221
Northeastern,CAA,21,6-150–10,97.2276,106.2262,.2655281,50.5151,52.7288,22.1342,15.9314,27.1220,23.835,31.9128,26.690,51.898,51.9268,32.4237,36.1300,65.5289,-11.2330
Illinois Chicago,Horz,18,7-123–7,100.7208,110.2321,.2621282,50.4155,52.5280,17.588,17.6242,25.2268,29.2211,19.4356,37.9319,53.751,52.9299,31.1287,34.2216,68148,-8.9288
Dixie St.,WAC,17,11-104–4,96.9279,106.0259,.2618283,48.6231,52.6284,20.4277,17.3261,27224,27.2118,36.338,31.1209,49.1194,53.2304,31.8253,34.5228,71.620,-6.6228
UT Rio Grande Valley   (H) 336 Lamar,WAC,19,6-151–8,101.5195,111.2329,.2575284,51127,51.7252,20.4277,18.2202,24.1291,35351,38.317,37.1313,5292,54.5328,32.9206,31.686,71.817,-10.3316
Austin Peay,OVC,16,7-113–5,95.5302,104.8230,.2557285,47.5271,51.4236,21.6330,20.962,28.8162,31.1275,26.4282,36.8309,49.9162,52.5289,29.5324,33.1150,66.1260,-7.3249
Army   (A) 280 Loyola MD,Pat,20,13-97–3,97.6267,107.1282,.2556286,48.7228,52.8291,19.2205,19.5124,29.5143,26.593,3394,20.34,49201,52.7296,32.1245,35.3265,69.484,-6.1214
Presbyterian   (H) 189 Campbell,BSth,19,9-131–6,94.2321,103.5197,.2532287,44.2342,54.6338,20.5282,21.644,3428,25.875,26.1288,41.6344,46.7283,52.1278,26.7355,38.9347,63.3340,-8.4281
McNeese St.,Slnd,18,8-142–3,97.1278,106.9273,.2494288,47283,51227,23.5351,19.5124,31.967,30.4255,34.466,42.1347,47.4265,51237,30.9290,34209,70.255,-9.4297
Tennessee Martin,OVC,20,7-153–7,95.8297,105.7251,.2451289,45.9314,52262,20.5282,19.9102,29.9132,33.2332,25308,35.7299,48.2228,52.6292,27.9342,34.1211,69.969,-10308
Rider,MAAC,19,7-133–7,94.3318,104.0209,.2441290,43.5347,49.7173,17.378,19.2143,28.5174,28.4180,26.5280,34.9288,42.7347,48.2120,30.3304,34.3220,68.6112,-9.8305
UMass Lowell   (A) 353 Maine,AE,16,10-92–5,92.3335,102.2171,.2366291,45.8317,47.361,18.9179,20.863,29155,31.9308,25.8295,33.4258,48.2228,45.840,27.6345,33.7186,68.2135,-6.6230
Jackson St.,SWAC,20,4-162–7,90.7347,100.5141,.2332292,43349,48.6124,20.9298,19.1148,30131,28.1167,26.7277,41.9346,42.2351,47.794,29.8319,33.8197,65.2302,-10.3315
Robert Morris,Horz,20,5-163–9,98.0258,108.7301,.2326293,49.4193,53.1303,21304,17.2267,28.1189,30.5259,26.4282,31.6218,50.3148,51.9268,31.8253,36.9317,68.5122,-11.9338
San Jose St.,MWC,19,7-130–8,98.6245,109.5307,.2301294,49.5189,53.4313,18.7167,15.4329,22.1327,30.9267,22.1346,24.959,48.3225,52.3287,34148,36.9317,65.6285,-8268
Western Carolina   (H) 166 East Tennessee St.,SC,21,8-142–7,99.3232,110.3322,.2297295,47.8258,53.2307,18.3139,14.3345,29.1149,28.1167,30.2182,29.6165,48.2228,53.2304,31.7262,35.4269,68.8103,-9.6302
Canisius,MAAC,21,7-153–8,95.7298,106.4266,.2272296,45.4326,51.7252,17.588,17.9220,27.4209,27.4127,31.5137,33.6261,45321,54.2325,30.7297,30.655,68.7107,-11.3333
Radford   (H) 347 Charleston Southern,BSth,18,6-142–6,93.8327,104.5223,.2233297,45.6322,51.2230,21.7332,18.7171,28.5174,25.570,28.3234,40.2338,46.8280,50.4206,29.3329,35247,65.4295,-9.5300
Portland St.,BSky,17,6-134–7,94.8307,105.7252,.2229298,45.2329,52.4277,19.2205,21.156,28.6170,30.2251,27.2264,38.6328,46.3296,50.6216,28.8334,37.1323,69.485,-10.2313
Florida A&M,SWAC,18,9-117–2,95.5301,106.5267,.2225299,44.8336,49.3150,19.1194,18.9158,27.7202,33.7339,31159,36304,45.7309,47.279,28341,35247,66264,-7.3248
Hartford   (A) 252 New Hampshire,AE,17,5-123–2,99.9220,111.6332,.2183300,54.431,51.9260,19.2205,15.8318,21.8333,28.2171,29.5193,28.6143,55.522,51.2243,35.479,35.3265,68.2137,-9.7303
,,,,,,,,,,,,,,,,,,,,
North Florida,ASun,19,5-171–7,94.4316,105.6250,.2159301,46.5296,51.7252,23.2349,18.3194,26.1249,37357,26.5280,29.7168,45.9303,50.1188,31.4273,37322,68.6115,-10.5319
Coppin St.   (A) 357 Delaware St.,MEAC,20,4-163–2,93.2330,104.5222,.2125302,45.6322,50.3195,18.4147,20.295,21344,33329,32.5106,27.7121,47.4265,46.456,29.1330,36.9317,73.82,-11.3332
Evansville,MVC,19,5-151–8,92.4333,103.6200,.2123303,46.5296,54.9345,17.8108,17.8227,17.5357,22.714,23.1337,30.3184,46.2299,52.2281,31.2283,40.4356,63.6338,-10.2314
Cal Poly,BW,17,5-132–5,92.3336,103.6199,.2093304,45.4326,47.987,22.2345,17.6242,26.9229,28.5184,39.412,35.3295,45.4311,44.721,30.4302,35.6274,64.6316,-9.9307
Northern Illinois,MAC,19,6-133–6,92.4334,103.7204,.2091305,47.3276,50.2191,21.1307,20.576,24.5282,29.4224,33.972,38.8329,45.4311,51.9268,34148,31.686,67.4174,-8.4278
Tennessee St.,OVC,20,9-134–6,97.4271,109.3306,.2082306,49.5189,51.2230,20.8297,19.8107,29.4145,28161,33.192,43.4349,47.6254,50.7222,35.667,34.8238,67.8156,-10.5320
Denver,Sum,22,8-164–7,97.6265,109.7312,.2066307,52.477,51.5240,19.7232,17276,23.6302,27.6139,34.268,33.3255,50.9124,50.9231,36.645,35247,67205,-12.5341
Little Rock,SB,15,7-112–4,97.3273,109.8314,.1998308,47283,56.8354,19.1194,19.7110,23.1310,31.2280,32.997,29.7168,46.5292,55.9343,31.8253,38.8345,68.5120,-7.5253
Lehigh   (H) 133 Navy,Pat,21,8-146–4,96.2291,108.9303,.1951309,51.5112,47.676,20.1259,14.6340,21.1341,27.3125,27.5250,33.3255,49.1194,4648,3731,35247,6995,-11328
Merrimack,NEC,20,8-133–5,93.5329,105.9256,.1923310,46.4300,50.5205,18.5153,23.319,22329,36.8356,25.5301,37.8317,44.4330,50.2195,32.9206,34.1211,61.7352,-9.1292
Alabama St.,SWAC,21,6-164–5,95.5303,108.5299,.1872311,46.6292,50.2191,21.9337,19.7110,29.1149,33.9342,3394,33.2251,46300,50.4206,31.8253,33.2163,69.968,-10.2311
Stetson,ASun,17,9-123–5,96.6285,109.8315,.1863312,49.8180,54.1332,21.1307,15.7324,28.1189,26.385,23.7330,26.385,48.7213,54.2325,34.4127,35.9291,64.8311,-9.1291
Binghamton   (A) 199 Stony Brook,AE,16,8-105–4,94.5311,107.5291,.1851313,48.9219,49.1142,19.7232,16.8284,28.6170,28.7192,27.2264,32.4234,47.5258,49.4161,34.2142,32.4124,67.1194,-8270
Central Arkansas,ASun,18,6-143–4,100.8207,114.8349,.1824314,47.4273,55.7350,20.2265,16.4297,25.1273,34.2347,23.8329,31.5215,48.7213,56.7351,30.1311,35.9291,7215,-8.7287
South Carolina St.,MEAC,19,11-113–3,91.9341,104.8229,.1817315,42.8350,50.3195,19.6229,20.672,33.340,30.1248,31.1154,35.1291,40.8357,49.1153,31.5270,34.7237,71.326,-8.4280
Grambling St.,SWAC,19,9-126–2,94.4315,107.6294,.1817316,45.1332,49.5163,20.5282,18.3194,25.5263,33.6338,36.635,40.4340,43.5338,47.279,33200,35.8285,69.772,-6.8233
Southern Miss,CUSA,18,6-141–6,93.8326,107.0277,.1800317,46.3303,51.8257,21.2314,16.9281,22.4325,29.3219,25.2303,27.7121,46.5292,52.2281,30.6298,34.3220,67.3179,-9.8304
Milwaukee,Horz,21,7-155–8,96.0293,109.5310,.1800318,48.7228,47.676,19.7232,14.9338,26.4238,31.3284,29.4199,28129,48.4221,44.924,32.8215,34.3220,67.1196,-11.8336
St. Francis NY,NEC,20,6-153–7,96.3288,109.9318,.1798319,45.7320,53.5317,18.9179,19.3139,30.7112,29.7236,24.9310,33.7262,45.7309,54321,30.5300,34.8238,67.2185,-11.6335
Sacramento St.,BSky,15,6-112–8,94.1324,107.5289,.1775320,46.7291,51.7252,17.588,17.8227,22.1327,27.4127,31.3144,35.7299,45.2316,53302,33.2189,32.9141,65.4297,-8.5283
St. Francis PA,NEC,20,7-143–7,95.9294,110.0320,.1711321,47.3276,53.7322,18122,18.9158,29.9132,32.3315,28.2237,25.266,47.5258,53.7315,31.2283,35.7278,67.1189,-10.2310
Idaho,BSky,19,5-162–9,99.4230,114.7347,.1611322,48.6231,54.8343,18.5153,15.1334,24.1291,27.9157,3559,35.6298,44.8323,55.1335,36.645,36295,70.742,-12.4340
William & Mary,CAA,21,5-174–5,91.8342,106.1260,.1589323,47283,52.9294,24.1353,18.8163,28.6170,29.3219,31.2148,27.2103,47.6254,55334,30.8295,33145,70.159,-13348
Green Bay,Horz,19,4-163–8,94.6308,109.5309,.1572324,46309,50.6207,19.4218,16.5294,26.4238,29.3219,33.583,31.7221,49.5174,51.8265,26.4356,32.2114,63.7337,-12.7345
Sacred Heart,NEC,19,7-133–4,100.5212,116.6353,.1540325,50.5151,54.3336,19.7232,15.8318,29.9132,31.5292,24.6317,23.941,49.7169,54321,34.4127,36.4303,66.9211,-10.4318
,,,,,,,,,,,,,,,,,,,,
Northern Arizona,BSky,18,7-133–6,96.6286,112.1334,.1534326,48.1251,52.6284,20.5282,14348,26.7232,23.729,30.9161,35.9302,44.8323,51.4249,35.289,36.7311,66.8219,-9.6301
Lafayette   (H) 340 American,Pat,18,5-142–6,94.2319,109.3305,.1532327,49.1210,52.3272,17.270,16.5294,21.7335,29.7236,18358,27.4110,50.4145,50.6216,31.7262,36.8315,65.8270,-10.8326
UTSA,CUSA,18,8-141–8,92.0339,107.1283,.1483328,40.6358,53.4313,17.270,17.2267,32.456,27.5135,27.4255,27.7121,41.3356,51.1240,26357,37.9334,68.7106,-10.6321
Maryland Eastern Shore,MEAC,13,7-92–3,89.7351,104.4219,.1480329,44.5339,51.2230,20.1259,23.616,27224,31.6298,31.1154,33.9265,42353,51.7259,32.1245,33.7186,67.9149,-6.2217
Cal St. Northridge,BW,17,5-141–7,91.9340,107.1279,.1471330,42353,51.2230,18.4147,19.7110,26.3245,33.2332,27.7245,31.7221,42.4349,52.9299,27.4352,32.3120,64.5319,-9.9306
Bucknell   (A) 164 Colgate,Pat,22,5-172–8,97.8264,114.1345,.1446331,50.8139,52.6284,20.3271,13357,22329,29.2211,27.5250,22.627,49.5174,51.9268,35.479,35.8285,68.5125,-13.8354
Northwestern St.,Slnd,19,6-162–3,97.4270,113.8343,.1432332,48.3240,54.6338,21.5326,16.7287,28.1189,32.4319,23.3335,30.4187,47271,56.8354,33.8164,33.7186,71.233,-10.1309
Morgan St.,MEAC,14,7-112–4,93.6328,109.8313,.1384333,44.4340,54.3336,22341,22.728,30.8107,31.3284,29.5193,44.8351,45.4311,52.1278,28.5337,38.5343,72.59,-8.4277
Central Michigan,MAC,17,4-133–3,96.9280,113.7342,.1366334,48253,54.8343,20.1259,16.6292,23.3307,32.1312,29.5193,37.7316,43.3341,56.4349,36.837,35247,68.6111,-8.3275
Bethune Cookman,SWAC,20,5-163–6,89.5352,105.5249,.1312335,43.8346,50.2191,20254,19.2143,27.6204,29.5227,24.9310,31.6218,43.2343,50.9231,30.3304,32.7133,66.5235,-12.4339
Lamar   (A) 284 UT Rio Grande Valley,WAC,19,2-190–8,94.5312,111.4330,.1302336,44.7338,53.2307,20.2265,17.5248,31.872,32.3315,25.2303,38.9330,43.4340,51.5256,31.4273,37.1323,65.8269,-14.8356
Hampton   (H) 236 USC Upstate,BSth,16,6-122–5,87.9354,103.7206,.1301337,41.4356,47.467,18.6164,17.4257,22.7317,31.6298,35.453,39.4333,41.5354,49.8173,27.5348,28.818,66.8221,-9.5299
NJIT   (A) 95 Vermont,AE,18,8-113–6,90.6348,107.0276,.1293338,46.1307,48.8132,18.5153,17.7234,23313,26.695,31.4141,30180,44.8323,48.3127,32.3240,32.9141,66.8216,-8.6285
Western Michigan,MAC,18,4-170–10,98.1256,116.2351,.1250339,49.3200,55.7350,21.7332,15.5327,28.4177,33.3334,23.2336,29.3155,50.5140,56.8354,31.8253,36295,65.5293,-12.6343
American   (A) 327 Lafayette,Pat,20,6-142–6,94.0325,111.9333,.1183340,50170,54.1332,20.5282,16.7287,24296,29.5227,23.7330,27.7121,50.3148,55.3336,32.8215,34.5228,64.8312,-11.2331
Chicago St.   (A) 143 Abilene Christian,WAC,21,6-152–6,94.4313,112.8337,.1153341,45.8317,53.4313,22.1342,18.7171,31.872,31.5292,29.1208,37.3315,44.9322,50.1188,31.3280,39.2352,66.9210,-11327
Fairleigh Dickinson,NEC,17,2-152–5,92.6332,110.6324,.1149342,45.1332,53.5317,20254,18.4191,27224,33.8341,27.4255,34.9288,43.2343,55.5339,32.6230,33.1150,69.775,-11.4334
Nebraska Omaha,Sum,21,4-183–8,97.8263,117.2355,.1114343,48.3240,55.6349,18.9179,14.6340,23.1310,30.6262,27.9242,35.1291,46.7283,53.3308,34.2142,39.5355,7065,-13.2351
Houston Baptist,Slnd,14,6-122–3,92.0338,110.8325,.1061344,46.4300,55346,23.8352,18.9158,29.3147,27.6139,32.6104,38320,48.8207,52.6292,27.9342,39.4354,67.2187,-9.1290
North Dakota,Sum,21,4-190–10,97.9261,117.9358,.1054345,45.7320,56.8354,18122,13.7351,28.9159,26.8101,30.8164,29.4158,46.3296,56345,29.9315,39349,67.1191,-15.4358
Alabama A&M,SWAC,19,5-144–5,85.0356,102.4174,.1048346,40.7357,49.4158,20.2265,21.940,27.9197,33.4335,27.3260,29.5161,40.6358,46.970,27.5348,35.2262,66.2252,-10.6322
Charleston Southern   (A) 297 Radford,BSth,18,4-161–7,91.1345,112.2335,.0841347,44.4340,55.5348,21304,17.3261,26.4238,2681,28.2237,27.4110,47271,56.4349,27.6345,36295,70.936,-12.5342
Columbia,Ivy,17,4-141–5,94.3317,116.5352,.0808348,50.1166,54.2335,21.2314,15336,27.9197,27.7148,29.1208,25.266,48240,51.7259,36.353,38.6344,69.679,-11.9337
Central Connecticut,NEC,22,5-172–7,89.7350,110.9326,.0806349,46.5296,53.4313,20.7293,19.4132,24.2288,31.8303,28.4228,27.1100,43.8336,54321,33.8164,35247,66.6229,-13.4353
Arkansas Pine Bluff,SWAC,20,5-173–6,94.5310,117.2357,.0781350,45.2329,55.9353,20.7293,18.3194,22.6320,35.8354,31.7133,31.8224,48.4221,57.1357,27.1354,35.5272,67.3181,-11.1329
Holy Cross,Pat,18,5-153–5,91.7344,114.2346,.0742351,45.1332,53.8323,19.1194,17.8227,28.8162,30.4255,29.3205,28.3139,43.8336,53.9319,32.4237,35.8285,66.8220,-13349
Idaho St.,BSky,17,3-161–9,89.1353,111.2328,.0724352,44.8336,53.3309,21.7332,16.9281,24296,29.7236,32.2116,35.2293,46.7283,54.7329,28.4339,33.9205,64.4324,-13.1350
Maine   (H) 291 UMass Lowell,AE,17,4-161–8,90.1349,113.7341,.0644353,45.4326,55.7350,20.7293,18.2202,23.9300,30.1248,20.6352,34.8285,46.6286,55.8341,29.1330,36.9317,66.2253,-12.8347
Incarnate Word,Slnd,19,4-180–5,92.2337,116.9354,.0610354,48.1251,57.1356,21.2314,18.3194,21344,33.5337,27.4255,29.6165,46.9276,56.3347,33.1193,39349,66.3247,-13.3352
Mississippi Valley St.,SWAC,19,1-181–8,91.7343,117.2356,.0567355,42.8350,59.6358,18.5153,21.448,24.1291,34.1345,31.2148,38.3323,42.6348,56.9356,28.7335,43.5358,71.423,-14.1355
Eastern Illinois,OVC,19,4-172–6,81.9357,105.1238,.0540356,43.2348,51.5240,24.6356,17.5248,19.9349,34.2347,31.2148,24.651,41.4355,53.7315,30.9290,32.3120,65.5292,-12.7346
Delaware St.   (H) 302 Coppin St.,MEAC,14,2-150–4,86.6355,114.8350,.0374357,42.1352,52.5280,25.5357,18.5182,28.2184,39358,34.665,29.2152,42.2351,48.1110,27.9342,38.8345,67.1192,-12.7344
IUPUI,Horz,17,2-170–8,80.0358,113.8344,.0170358,41.9354,53300,26.6358,20.863,29.4145,33.7339,26290,40.4340,42.3350,51.7259,27.5348,36.5306,62.1350,-14.9357
,,,,,,,,,,,,,,,,,,,,
